epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
22,0.5347222089767456,0.0005000000237487257,1.0844358205795288,0.9791666865348816,0.5555555820465088,1.0335392951965332,1.0
23,0.5347222089767456,0.0005000000237487257,1.1297965049743652,0.9861111044883728,0.6111111044883728,0.9730667471885681,1.0
24,0.5763888955116272,0.0005000000237487257,0.9306542277336121,1.0,0.6666666865348816,0.9381312131881714,1.0
25,0.6111111044883728,0.0005000000237487257,0.9131507873535156,0.9861111044883728,0.6111111044883728,0.9117224812507629,1.0
26,0.6041666865348816,0.0005000000237487257,0.9302504062652588,0.9861111044883728,0.7777777910232544,0.8967545032501221,1.0
27,0.5902777910232544,0.0005000000237487257,0.9400967359542847,0.9791666865348816,0.6666666865348816,1.0276379585266113,0.9444444179534912
28,0.5486111044883728,0.0005000000237487257,1.0431073904037476,0.9583333134651184,0.7777777910232544,0.9499391913414001,0.9444444179534912
29,0.625,0.0005000000237487257,0.890679657459259,0.9930555820465088,0.7777777910232544,0.868248701095581,1.0
30,0.5694444179534912,0.0005000000237487257,0.911676824092865,0.9861111044883728,0.7777777910232544,0.8849162459373474,1.0
31,0.6388888955116272,0.0005000000237487257,0.8420125246047974,0.9861111044883728,0.7777777910232544,0.7986185550689697,1.0
32,0.625,0.0005000000237487257,0.8212448954582214,0.9930555820465088,0.6666666865348816,0.8059589862823486,1.0
33,0.6458333134651184,0.0005000000237487257,0.8075243830680847,1.0,0.6666666865348816,0.7803520560264587,1.0
34,0.6597222089767456,0.0005000000237487257,0.6737890839576721,1.0,0.6666666865348816,0.9067043662071228,1.0
35,0.5972222089767456,0.0005000000237487257,0.9569579362869263,0.9930555820465088,0.5555555820465088,0.9803639650344849,1.0
36,0.5972222089767456,0.0005000000237487257,0.9069082736968994,0.9861111044883728,0.6666666865348816,0.8897092342376709,1.0
37,0.6041666865348816,0.0005000000237487257,0.7962642312049866,1.0,0.6666666865348816,0.8118191957473755,1.0
38,0.7430555820465088,0.0005000000237487257,0.6407196521759033,1.0,0.7777777910232544,0.7069547772407532,1.0
39,0.7013888955116272,0.0005000000237487257,0.6981058120727539,0.9861111044883728,0.7777777910232544,0.732701301574707,0.8888888955116272
40,0.7638888955116272,0.0005000000237487257,0.6417754292488098,0.9930555820465088,0.7222222089767456,0.8135656714439392,0.8888888955116272
41,0.6875,0.0005000000237487257,0.6425694823265076,1.0,0.7777777910232544,0.6649329662322998,1.0
42,0.7361111044883728,0.0005000000237487257,0.7014448642730713,1.0,0.7777777910232544,0.6067184805870056,1.0
43,0.7638888955116272,0.0005000000237487257,0.5759465098381042,1.0,0.7777777910232544,0.7363817095756531,0.8888888955116272
44,0.7361111044883728,0.0005000000237487257,0.6047828197479248,0.9930555820465088,0.6666666865348816,0.7161518931388855,0.9444444179534912
45,0.7152777910232544,0.0005000000237487257,0.54407799243927,0.9930555820465088,0.7222222089767456,0.6616599559783936,1.0
46,0.7430555820465088,0.0005000000237487257,0.6214699149131775,0.9930555820465088,0.7777777910232544,0.5445057153701782,1.0
47,0.7986111044883728,0.0005000000237487257,0.5139710903167725,1.0,0.7777777910232544,0.6952031850814819,0.8888888955116272
48,0.8125,0.0005000000237487257,0.5194951295852661,0.9861111044883728,0.6666666865348816,0.8050470948219299,0.9444444179534912
49,0.7361111044883728,0.0005000000237487257,0.5553539395332336,0.9861111044883728,0.7222222089767456,0.6971119046211243,1.0
50,0.75,0.0005000000237487257,0.4764311611652374,1.0,0.7777777910232544,0.6100806593894958,0.8888888955116272
51,0.7847222089767456,0.0005000000237487257,0.4995442032814026,0.9930555820465088,0.7777777910232544,0.5683578848838806,1.0
52,0.8194444179534912,0.0005000000237487257,0.4353342056274414,1.0,0.7777777910232544,0.593978762626648,1.0
53,0.8125,0.0002500000118743628,0.431363046169281,1.0,0.7777777910232544,0.5992463231086731,1.0
54,0.8472222089767456,0.0002500000118743628,0.40766316652297974,1.0,0.7777777910232544,0.5638089179992676,1.0
55,0.8402777910232544,0.0002500000118743628,0.3894331455230713,0.9930555820465088,0.7222222089767456,0.6357718706130981,1.0
56,0.8611111044883728,0.0002500000118743628,0.43117934465408325,1.0,0.6666666865348816,0.6185846328735352,1.0
57,0.8888888955116272,0.0002500000118743628,0.3258792459964752,1.0,0.7777777910232544,0.6160898208618164,0.8888888955116272
58,0.8333333134651184,0.0002500000118743628,0.45627912878990173,0.9930555820465088,0.7222222089767456,0.5519768595695496,1.0
